email;label
hello have you seen and discussed this article and his approach thank you URL hell there are no rules here we re trying to accomplish something thomas alva edison this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ;0
yes great minds think alike but even withput eval rules it would be very useful it would allow us to respond quickly to spammer s tricks theo van dinter wrote on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERam NUMBER marc perkel wrote has anyone though of the idea of live updates of rules after release the idea being that the user can run a cron job once a week or so and get the new default rule set this would allow us to react faster to i suggested this a few months ago i don t remember the details of what came out of it except that it would only be useful for non eval rules since those require code changes this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ;0
on mon aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER john p looney mentioned this is likely because to get it to boot like the cobalt i m actually passing root dev hdaNUMBER to the kernel not dev mdNUMBER just to solve this the reason i was booting the box with root dev hdaNUMBER not dev mdNUMBER was because dev mdNUMBER wasn t booting it would barf with can t find init it turns out that this is because i was populating mdNUMBER with tar which seems to have issues with crosslinked files for instance it was trying to make a hard link of URL to hda and failing it was only as i did it again with a friend present that he spotted the errors and queried them we noticed that the hard linked files just didn t exist on the new rootfs when we duplicated the filesystems with dump instead of tar it worked fine i was able to tell lilo to use root dev mdNUMBER and everything worked woohoo kate irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
 from chris garrigues cwg exmh deepeddy com date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER from chris garrigues cwg exmh deepeddy com date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER ouch i ll get right on it from robert elz kre munnari oz au date wed NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER any chance of having that lengthen instead i like all my exmh stuff in nice columns fits the display better that is i use the detache d folder list one column the main exmh window takes up full screen top to bottom but less than half the width etc i thought about that the first order approximation would be to just add using pack side top instead of pack side left however since their each a different width it would look funny i ve done this it s not as pretty as i think it should be but it works i m going to leave the cosmetic issues to others when i update the documentation i ll add this to the exmh todo file i m leaving for a NUMBER NUMBER NUMBER week vacation in a week so this is the last new functionality i m going to add for a while also i now have pretty much everything in there that i want for my own use so i m probably pretty much done i ll work on bug fixes and documentation before my vacation and hopefully do nothing more afterwards chris chris garrigues URL vircio URL NUMBER congress suite NUMBER austin tx NUMBER NUMBER NUMBER NUMBER NUMBER world war iii the wrong doers vs the evil doers ;0
spamassassin is hurting democracy owen URL internet can level the political playing field by mike mccurry and larry purpuro not many months from now people across the country will experience one of the great recurring features of american democracy at shopping malls on factory floors at church socials and even on our front stoops we will be approached by individuals who want to represent us in public office while chances are high that we won t know them personally they will walk up to us offer a handshake and a flier and ask for our votes just as technology is affecting every other area of communication it has begun to affect the way political candidates communicate with voters in this year s gop gubernatorial primary california secretary of state bill jones who faced better funded candidates acquired the e mail addresses of more than a million potential california voters and sent each an unsolicited e mail asking for support that day he might have chosen any of the more traditional and more expensive methods of contacting voters such as direct mail radio spots or tv ads but he spent only about NUMBER cents per message instead of NUMBER cents or more per message for direct mail or in another medium had jones chosen direct mail radio or tv that communication would have been equally unsolicited as defined in the e mail world few voters would have opted in to receive campaign information from jones through any of those channels the response to jones e mail effort however was swift and intense he was lambasted by anti spam advocates and media coverage was almost entirely negative to be fair some of jones tactics could have been refined he used a less than perfect list and no standard practice paid for disclaimer in the message his detractors however attacked him not for his tactical miscues but because the e mail was sent unsolicited in fact jones online campaign may have been his most visible asset in an era of cynicism toward money in politics money typically spent on other unsolicited communication mediums jones tried to level the playing field no one likes commercial spam it is irrelevant and untargeted and can be highly intrusive and even offensive but as a sophisticated society it s time to differentiate commercial spam from very different unsolicited e mail sent by political candidates to voters the debate is particularly relevant in light of legislation in congress that would constitute the first federal law to directly address spam we believe e mail is no more intrusive than direct mail telemarketing or tv advertising when it comes to politicians seeking to reach voters a simple link in good e mail campaigns allows recipients to opt out of future mailings direct mail takes at least a phone call or stamp to be taken off a list and viewers must repeatedly endure tv ads when a candidate lacks a large campaign war chest he or she can use the internet to provide constituents with information to better prepare them to perform their civic duty of casting educated votes with more than NUMBER percent of all potential voters in this country possessing e mail accounts it makes sense that political candidates use this medium candidates might avoid some of the tactical problems encountered by the jones campaign if they use the technologies available today that better ensure quality of e mail lists and target content to specific recipient groups but the broader point remains when a political candidate sends a voter an e mail that recipient can choose to delete the message without opening it unsubscribe from the list read it or even reply and engage the sender that choice should belong to the voter not to anti spam advocates whose efforts are better focused on commercial e mail political candidates should be free to communicate with voters as best they can and let voters decide what to do with that information mike mccurry former press secretary for president clinton is ceo of an advocacy management and communications software company larry purpuro the former republican national committee deputy chief of staff is founder and president of a political e marketing firm this was written for the los angeles times URL ;0
hi all apologies for the possible silly question i don t think it is but but is eircom s adsl service nat ed and what implications would that have for voip i know there are difficulties with voip or connecting to clients connected to a nat ed network from the internet wild i e machines with static real ips any help pointers would be helpful cheers rgrds bernard bernard tyers national centre for sensor research p NUMBER NUMBER NUMBER NUMBER e bernard tyers URL w URL l nNUMBER _______________________________________________ iiu mailing list iiu URL URL ;0
 in forteana y d mcmann dmcmann b wrote robert moaby NUMBER who sent death threats to staff was also jailed for hoarding indecent pictures of children on his home computer hmm if i didn t trust our government and secret police i could look at this another way there is a bit of circumstantial evidence apparently some mt listers were approached by him via email a little research in dejanews google groups showed a number of messages from him clearly hoping to contact girls appearing in alt teens and similar groups i just tried a google groups search on robert moaby and some of them came top of the list note for marie mt stands for mark thomas a slightly slimmer uk version of your michael moore the mailing list is named after him rob yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ;0
in a nutshell solaris is suns own flavour of unix original message from kiall mac innes mailto kiall redpie com sent NUMBER august NUMBER NUMBER NUMBER to ilug subject ilug sun solaris can someone explain what type of operating system solaris is as ive never seen or used it i dont know wheather to get a server from sun or from dell i would prefer a linux based server and sun seems to be the one for that but im not sure if solaris is a distro of linux or a completely different operating system can someone explain kiall mac innes irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
apols if this has been posted before URL rob yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ;0
can someone explain what type of operating system solaris is as ive never seen or used it i dont know wheather to get a server from sun or from dell i would prefer a linux based server and sun seems to be the one for that but im not sure if solaris is a distro of linux or a completely different operating system can someone explain kiall mac innes irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
 apols if this has been posted before URL so anyone who isn t beaker timc meep yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ;0
on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER fergal moran mentioned in a nutshell solaris is suns own flavour of unix though i m sure that this nice person would like a bit more detail solaris is quite different to linux though these days you can make solaris act a lot like linux with an extra cd of gnu tools sun ship with solaris it is based on the sysv unix family so it s quite similar to other unixen like hpux and sco sun s hardware in general is more reliable and a lot more expensive one of the main bonuses you get by buying sun is that you are getting your hardware and software from one company so if you have a support contract they have to fix it they can t fob you off with that s a software problem talk to the software vendor etc if you are set on linux you most likely can do your own support there is then a world of different hardware options you can run linux on sparc though some companies like redhat don t maintain a sparc port anymore you can also buy your machine from linux oriented companies like dnuk who do machines designed to run linux and their own version of linux that has a few extras for their machines or you can get a machine from a cheaper company like dell and it ll most likely work most of the time john irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
john p looney wrote on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER fergal moran mentioned in a nutshell solaris is suns own flavour of unix though i m sure that this nice person would like a bit more detail solaris is quite different to linux though these days you can make solaris act a lot like linux with an extra cd of gnu tools sun ship with solaris it is based on the sysv unix family so it s quite similar to other unixen like hpux and sco sun s hardware in general is more reliable and a lot more expensive one of the main bonuses you get by buying sun is that you are getting your hardware and software from one company so if you have a support contract they have to fix it they can t fob you off with that s a software problem talk to the software vendor etc if you are set on linux you most likely can do your own support there is then a world of different hardware options you can run linux on sparc though some companies like redhat don t maintain a sparc port anymore you can also buy your machine from linux oriented companies like dnuk who do machines designed to run linux and their own version of linux that has a few extras for their machines or you can get a machine from a cheaper company like dell and it ll most likely work most of the time why do you say dell is cheaper than dnuk it gets a bit complicated though URL pádraig irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
hey it s not easy being green leslie leslie ellen jones ph d jack of all trades and doctor of folklore lejones URL truth is an odd number flann o brien original message from dino to zzzzteana URL sent thursday august NUMBER NUMBER NUMBER NUMBER am subject re zzzzteana which muppet are you damn kermit boring wanna be rizzo he s the coolest dino yahoo groups sponsor advertisement to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to the yahoo terms of service non text portions of this message have been removed yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ;0
 on thu NUMBER aug NUMBER john p looney wrote sun s hardware in general is more reliable rofl not in our experience well at least our caps lock keys work peter URL said another problem i have a dell branded keyboard and if i hit caps lock twice the whole machine crashes in linux not windows even the on off switch is inactive leaving me to reach for the power cable instead p bauwolf URL said as if he wanted solaris NUMBER for xNUMBER he d be waiting a bit erm it runs solaris xNUMBER as standard cheers al expressed in this posting are my opinions they are in no way related to opinions held by my employer sun microsystems statements on sun products included here are not gospel and may be fiction rather than truth irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
 you have multiple generations of peasants squatters that cultivate and live on the lands almost as a human parts of the property package when i d read that getting legal title can take NUMBER years when i believe that NUMBER year ought to be more than sufficient and helped by the cairo reference i d assumed that we were talking about the urban poor if i see people living in mansions or even in suburban subdivisions i assume they didn t have too much trouble with their titles if i see people living in shanties and haphazard alleyways i tend to assume their parcels weren t exactly recorded on the government maps or paid for with a bank loan especially when nearby vacant lots have shotgun wielding men presumably intent on keeping them development free now it may be that manhattanites view of america to say that outside of metro manila davao and maybe another city or two cebu everything else literally is the boondocks but going on that very broad assumption i guess i m describing the flip side of mr roger s experience the paisanos who leave behind those who remain on a patron s rural land move to manila and the second assumption squat in shantytowns there at least until they can line up a middle class job so going on two large assumptions i can come up with a scenario under which title would take NUMBER years a shantytown arises somewhere in the midst of a section or whatever the spanish used to divvy up the land and it takes decades of arguing to put together a package which somehow can both compensate the owner and record lots for the inhabitants just transferring title to an existing lot between parties who have money ought not to be a problem the obvious solution at least to us barking farting chihuahuas on fork is to introduce market mechanisms it is left as an exercise to come up with one which works when many of the agents are perceived to have negligible npv dave land reform meant that all the agricultural producers had to plant crops all the time profitable or not what happened to more highly capitalized land putting in trees instead of crops sounds like it might sidestep that mr long i think you d particularly enjoy the de soto work on the to find list any chance of an explanation of that bell jar in the meantime URL ;0
folks my first time posting have a bit of unix experience but am new to linux just got a new pc at home dell box with windows xp added a second hard disk for linux partitioned the disk and have installed suse NUMBER NUMBER from cd which went fine except it didn t pick up my monitor i have a dell branded eNUMBERfpp NUMBER lcd flat panel monitor and a nvidia geforceNUMBER tiNUMBER video card both of which are probably too new to feature in suse s default set i downloaded a driver from the nvidia website and installed it using rpm then i ran saxNUMBER as was recommended in some postings i found on the net but it still doesn t feature my video card in the available list what next another problem i have a dell branded keyboard and if i hit caps lock twice the whole machine crashes in linux not windows even the on off switch is inactive leaving me to reach for the power cable instead if anyone can help me in any way with these probs i d be really grateful i ve searched the net but have run out of ideas or should i be going for a different version of linux such as redhat opinions welcome thanks a lot peter irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
on thu NUMBER aug NUMBER joseph s barrera iii wrote why wait until you re dead i m sure there s enough carbon in the fat from your typical liposuction job to make a decent diamond so thats why i keep seeing debeers agents hovering around me tom diamonds in the folds of my flesh wsmf URL ;0
joseph s barrera iii wrote chris haun wrote a lifegem is a certified high quality diamond created from the carbon of your loved one as a memorial to their unique and wonderful life why wait until you re dead i m sure there s enough carbon in the fat from your typical liposuction job to make a decent diamond joe oh hell what about excrement i d love to be able to say no the sun doesn t shine out of my ass but there s the occasional diamond owen URL ;0
update on this for anyone that s interested and because i like closed threads nothing worse than an infinite while loop is there i ended up formatting a floppy on my flatmate s un networked pNUMBER running fatNUMBER winNUMBER and mcopied the contents of the bootdisk across now i have a fatNUMBER winNUMBER install running alongside slackware and can play metal gear solid when the mood takes me ciaran on wednesday NUMBER august NUMBER NUMBER NUMBER ciaran johnston wrote dublin said if you copy the files from your disk to the c partition and mark it as active it should work yeah i figured that but it doesn t seem to well if that s the case i ll give it another go tonight maybe come back with some error messages just to clarify for those who didn t understand me initially i have a floppy drive installed but it doesn t physically work there s nowhere handy to pick one up where i am and i don t fancy waiting a few days for one to arrive from peats thanks for the answers ciaran you especially need io sys URL and msdos sys your cd driver sys and read the autoexec bat and config sys files for hints on what you did with your boot floppy g p on wed NUMBER NUMBER NUMBER at NUMBER NUMBER ciaran johnston wrote hi folks the situation is this at home i have a pc with NUMBER NUMBERgig hdds and no working floppy drive i have been running linux solely for the last year but recently got the urge to among other things play some of my windoze games i normally install the windows partition using a boot floppy which i have conveniently zipped up but i haven t any way of writing or reading a floppy so how do i go about NUMBER formatting a c drive with system files normally i would use format s c from the floppy NUMBER installing the cdrom drivers my bootdisk i wrote it many years ago does this normally NUMBER booting from the partition i wiped all my linux partitions from the first drive and created partitions for windows hdaNUMBER slackware and redhat i used cfdisk for this i made the first drive hda bootable i then installed the windows partition in lilo and reran lilo installed in mbr i copied the contents of URL to my new windows partition and tried to boot it all i get is a garbled line of squiggles anyone any ideas i can t think of anywhere in athlone to get a new floppy drive this evening thanks ciaran irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
has anyone seen heard of used some package that would let a random person go to a webpage create a mailing list then administer that list also of course let ppl sign up for the lists and manage their subscriptions similar to the old URL but i d like to have it running on my server not someone elses chris URL ;0
an apparent quote from dubya from the times sent to me by my dad URL tony blair s special relationship with george w bush is under considerable strain not only do the two disagree on yassir arafat s tenure as leader of the palestinian authority but blair has started telling disparaging anecdotes about the president baroness williams of crosby recalled a story told to her by my good friend tony blair recently in brighton blair bush and jacques chirac were discussing economics and in particular the decline of the french economy the problem with the french bush confided in blair is that they don t have a word for entrepreneur r URL ;0
this is an automated response to a message you have sent to hauns_froehlingsdorf URL i will be out of the office until monday august NUMBER NUMBER i will reply to your email when i return hauns ___________________________________ hauns froehlingsdorf network systems manager infinetivity inc NUMBER NUMBER NUMBER URL ;0
al white wrote erm it runs solaris xNUMBER as standard it runs solaris NUMBER xNUMBER as standard i was joking al m irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
hi thank you for the useful replies i have found some interesting tutorials in the ibm developer connection URL and URL registration is needed i will post the same message on the web application security list as suggested by someone for now i thing i will use mdNUMBER for password checking i will use the approach described in secure programmin fo linux and unix how to i will separate the authentication module so i can change its implementation at anytime thank you again mario torre please avoid sending me word or powerpoint attachments see URL ;0
mark twomey joked erm it runs solaris xNUMBER as standard it runs solaris NUMBER xNUMBER as standard i was joking al and will run solaris NUMBER when sun catch up with the xNUMBER drivers and kernel although don t hold your breath for the free dvd it will never come spot the person who applied for the free solaris NUMBER dvd only to be told three months later it is no longer available mutter fwiw solaris and linux seem to be getting closer all the time i can no longer see any specific reason why one is better than the other expect red hat solaris NUMBER any time now grin matthew __________________________________________________ do you yahoo everything you ll ever need on one web page from news and sport to email and music charts URL irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER robert harley wrote an apparent quote from dubya from the times sent to me by my dad URL URL claim president george w bush proclaimed the problem with the french is that they don t have a word for entrepreneur origins yet another french fried george w bush is dumb story has been taken up by those who like their caricatures drawn in stark bold lines according to scuttlebutt that emerged in the british press in july NUMBER president bush britain s prime minister tony blair and france s president jacques chirac were discussing economics and in particular the decline of the french economy the problem with the french bush afterwards confided in blair is that they don t have a word for entrepreneur the source was shirley williams also known as the baroness williams of crosby who claimed my good friend tony blair had recently regaled her with this anecdote in brighton lloyd grove of the washington post was unable to reach baroness williams to gain her confirmation of the tale but he did receive a call from alastair campbell blair s director of communications and strategy i can tell you that the prime minister never heard george bush say that and he certainly never told shirley williams that president bush did say it campbell told the post if she put this in a speech it must have been a joke this is far from the first time bush has been made the butt of a jibe meant to showcase what some perceive as his less than stellar intellectual abilities without straining our memories too hard we can come up with three other instances we ve chronicled on this site in the summer of NUMBER the joke of the moment centered upon a supposed study that had resulted in the ranking of presidential iqs with george w bush being pegged as the chief executive who scraped the bottom of the intelligence barrel in december NUMBER it was a fake nostradamus quatrain which pontificated that the village idiot would win the NUMBER presidential election and in the spring of NUMBER it was the story of bush s waving at stevie wonder that set folks to chortling up their sleeves stories that illustrate this widely believed intellectual shortcoming will always waft after george w bush because they seemingly confirm what many already hold as true about this public figure that he s not the brightest fellow that s ever been it is human nature to revel in yarns that the hearer at some level agrees with thus tales of this sort will always fall upon appreciative ears barbara ears of corn mikkelson last updated NUMBER july NUMBER URL ;0
hehe sorry but if you hit caps lock twice the computer crashes theres one ive never heard before have you tryed dell support yet i think dell computers prefer redhat dell provide some computers pre loaded with red hat i dont know for sure tho so get someone elses opnion as well as mine original message from ilug admin URL mailto ilug admin URL on behalf of peter staunton sent NUMBER august NUMBER NUMBER NUMBER to ilug URL subject ilug newbie seeks advice suse NUMBER NUMBER folks my first time posting have a bit of unix experience but am new to linux just got a new pc at home dell box with windows xp added a second hard disk for linux partitioned the disk and have installed suse NUMBER NUMBER from cd which went fine except it didn t pick up my monitor i have a dell branded eNUMBERfpp NUMBER lcd flat panel monitor and a nvidia geforceNUMBER tiNUMBER video card both of which are probably too new to feature in suse s default set i downloaded a driver from the nvidia website and installed it using rpm then i ran saxNUMBER as was recommended in some postings i found on the net but it still doesn t feature my video card in the available list what next another problem i have a dell branded keyboard and if i hit caps lock twice the whole machine crashes in linux not windows even the on off switch is inactive leaving me to reach for the power cable instead if anyone can help me in any way with these probs i d be really grateful i ve searched the net but have run out of ideas or should i be going for a different version of linux such as redhat opinions welcome thanks a lot peter irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ;0
